nic_code,nic_description
23999,"manufacture of other non-metallic mineral products n.e.c. (includes asbestos yarn and fabric, and articles of asbestos yarn and fabric such as clothing, headgear, footwear, cord, string, paper o felt; friction material with a basis of asbestos or other mineral substances or of cellulose including unmounted articles such as friction material; mineral insulating material (slag wool, rockwool and similar mineral wools, exfoliated vermiculite, expanded clays and similar insulating material); products of glass wool for heat-insulating; articles of asphalt or of similar material (e.g. coal tar pitch), gypsum and articles of other mineral substances)"
24101,"manufacture of pig iron and spiegeleisen in pigs, blocks or other primary forms"
24102,manufacture of direct reduction of iron (sponge iron) and other spongy ferrous product
24103,"manufacture of steel in ingots or other primary forms, and other semi-finished products of steel"
24104,manufacture of ferro-alloys
24105,manufacture of hot-rolled and cold-rolled products of steel
24106,manufacture of tube and tube fittings of basic iron and steel
24107,manufacture of railway track materials (unassembled rails) of steel
24108,manufacture of wire of steel by cold drawing or stretching
24109,manufacture of other basic iron and steel n.e.c
24201,"manufacture of copper from ore, and other copper products and alloys"
24202,manufacture of aluminium from alumina and by other methods and products of aluminium and alloys
24203,"manufacturing of lead, zinc and tin products and alloys"
24204,"manufacturing of chrome, manganese and nickel products alloys"
24205,"production and refining of precious metals (such as gold, silver platinum etc.) and alloys"
24209,manufacture of other non-ferrous metals n.e.c.
24311,"manufacture of tubes, pipes and hollow profiles and of tube or pipe fittings of cast-iron/cast-steel"
24319,manufacture of other iron and steel casting and products thereof
24320,casting of non-ferrous metals
25111,"manufacture of doors, windows and their frames, shutters and rolling shutters, gates and similer articles used on buildings"
25112,"manufacture of metal frameworks or skeletons for construction and parts thereof ((towers, masts, trusses, bridges etc.)"
25113,"manufacture of industrial frameworks in metal (frameworks for blast furnaces, lifting and handling equipment etc.)"
25119,manufacture of other structural metal products
25121,manufacture of metal containers for compressed or liquefied gas
25122,"manufacture of metal reservoirs, tanks and similar containers"
25123,manufacture of central heating boilers and radiators and parts and accessories thereof
25129,manufacture of other containers n.e.c.
25131,manufacture of steam or other vapour generating boilers and hot water boilers other than central heating boilers
25132,"manufacture of nuclear reactors, except isotope separators"
25133,"manufacture of auxiliary plant for use with steam generators (condensers, economizers, superheaters, steam collectors and accumulators)"
25139,manufacture of other steam generators (except central heating hot water boilers)
25200,manufacture of weapons and ammunition
25910,"forging, pressing, stamping and roll-forming of metal; powder metallurgy"
25920,machining; treatment and coating of metals
25931,"manufacture of cutlery such as knives, forks, spoons, cleavers, choppers, razors, razor blades, scissors, hair clippers etc."
25932,manufacture of hand tools (non-power-driven) for agricultural/horticulture/forestry
25933,"manufacture of hand tools such as pliers, screwdrivers, press tools, blacksmiths tools, drills, punches, milling cutters etc."
25934,"manufacture of padlocks, locks, keys, hinges and the like, hardware for buildings, furniture, vehicles etc."
25939,"manufacture of general hardware (saws and sawblades, including circular sawblades and chainsaw blades, moulding boxes, vices, clamps etc.)"
25991,"manufacture of metal fasteners (nails, rivets, tacks, pins, staples, washers and similar non-threaded products and nuts, bolts, screws and other threaded products)"
25992,manufacture of containers such as tins and cans for food products and boxes
25993,manufacture of metal cable and other articles made of wire (except for electric transmission)
25994,"manufacture of metal household articles (plates, saucers, pots, kettles, saucepans, frying pans and other non-electrical utensils, small hand-operated kitchen appliances and accessories)"
25995,"manufacture of metal sanitaryware such as baths, sinks, washbasins and similar articles"
25996,"manufacture of reinforced safes, vaults, strongroom doors, gates and metal goods for office use (other than office furniture) and other purposes"
25999,manufacture of other fabricated metal products n.e.c.
26101,"manufacture of electronic capacitors, resistors, chokes, coils, trasformers (electronic) and similar components"
26102,"manufacture of electron tubes, diodes, transistors and related discrete devices"
26103,"manufacture of integrated circuits (analog, digital or hybrid)"
26104,"manufacture of bare printed circuit boards, loading of components onto inted circuit boards; manufacture of interface cards (e.g. sound, video, controllers, network, modems)"
26105,"manufacture of display components (plasma, polymer, lcd, led)"
26106,"manufacture of printer cables, monitor cables, usb cables, connectors etc."
26107,manufacture of microprocessors
26109,manufacture of other electronic components n.e.c
26201,"manufacture of desktop computers, laptop computers, hand-held computers (e.g. pda), mainframe computers and computer servers"
26202,"manufacture of magnetic and optical storage devices such as magnetic disk rives, flash drives, cd, dvd and other storage devices"
26203,"manufacture of monitors, keyboards, all types of mice, joysticks, and trackball accessories, dedicated computer terminals etc."
26204,"manufacture of printers, scanners, including bar code scanners, smart card readers, virtual reality helmets, computer projectors (video beamers)"
26205,"manufacture of computer terminals, like automatic teller machines (atm's), point-of-sale (pos) terminals not mechanically operated"
26209,manufacture of computers and peripheral equipment n.e.c.
26301,"manufacture of radio and television studio and broadcasting equipment, including television cameras"
26302,"manufacture of telephone and facsimile equipment, including telephone answering machines, pbx"
26303,"manufacture of data communications equipment, such as bridges, routers, and gateways"
26304,"manufacture of cable television equipment, transmitting and receiving antenna including, vsat"
26305,"manufacture of pagers, cellular phones and other mobile communication equipment"
26309,manufacture of other communication equipments n.e.c.
26401,"manufacture of televisions, television monitors and displays"
26402,manufacture video cassette recorders and duplicating equipment
26403,manufacture of audio recording and duplicating systems
26404,manufacture of radio receivers
26405,"manufacture of stereo equipment, speaker systems, amplifiers for musical instruments and public address systems, microphones, karaoke machines, headphones (e.g. radio, stereo, computer)"
26406,manufacture of cd and dvd players
26409,manufacture of other electronic consumer goods n.e.c. (this includes non-television video camera)
26511,manufacture of physical properties testing and inspection equipment
26512,manufacture of automotive emissions testing equipment
26513,"manufacture of consumption meters for electricity, water or gas, flow meters and counting meters"
26514,manufacture of meteorological instruments
26515,"manufacture of radar equipment, gps devices, search, detection, navigation, aeronautical and nautical equipment"
26516,"manufacture of laboratory analytical instruments and miscellaneous laboratory apparatus for measuring and testing such as scales, balances, incubators etc."
26517,manufacture of industrial process control equipment
26519,manufacture of other measuring n.e.c.
26521,"manufacture of watches and clocks, including instrument panel clocks"
26522,"manufacture of components for clocks and watches (springs, jewels, dials, hands, plates, bridges and other parts); watch and clock cases, including cases of precious metals"
26523,"manufacture of time-recording equipments such as time-clock, parking meters etc."
26529,manufacture of other watches and clocks n.e.c.
26600,"manufacture of irradiation, electromedical and electrotherapeutic equipment"
26700,manufacture of optical instruments and equipment
26800,manufacture of magnetic and optical media
27101,"manufacture of power generators (except battery charging alternators for internal combustion engines), motor generator sets (except turbine generator set units)"
27102,"manufacture of electric power distribution transformers, arc-welding transformers, fluorescent ballasts, transmission and distribution voltage regulators"
27103,manufacture of electric motors (except internal combustion engine starting motors)
27104,manufacture of electricity distribution and control apparatus
27201,"manufacture of primary cells and primary batteries nd rechargable batteries, cells containing manganese oxide, mercuric oxide silver oxide or other material"
27202,"manufacture of electric accumulator incuding parts thereof (separators, containers, covers)"
27310,manufacture of fibre optic cables for data transmission or live transmission of images
27320,"manufacture of other electronic and electric wires and cables (insulated wire and cable made of steel, copper, aluminium)"
27331,"manufacture of switch, switch box, lamp holders, lugs etc."
27339,manufacture of other wiring devices and fittings n.e.c.
27400,manufacture of electric lighting equipment
27501,"manufacture of domestic electric appliances such as refrigerators, washing machines, vacuum cleaners, mixers, grinders etc."
27502,"manufacture of domestic electrothermic appliances such as electric water heaters, space heaters, irons, ovens, toasters, microwave ovens etc"
27503,manufacture of electric fans (except exhaust fans)
27504,"manufacture of domestic non-electric cooking and heating equipment such as non-electric space heaters, cooking ranges, grates, stoves, water heaters, cooking appliances, plate warmers"
27509,manufacture of other domestic appliances n.e.c.
27900,manufacture of other electrical equipment
28110,"manufacture of engines and turbines, except aircraft, vehicle and cycle engines"
28120,manufacture of fluid power equipment
28131,manufacture of hand pumps
28132,"manufacture of other pumps, compressors, taps and valves etc."
28140,"manufacture of bearings, gears, gearing and driving elements"
28150,"manufacture of ovens, furnaces and furnace burners"
28161,"manufacture of lifts, escalators and moving walkways"
28162,manufacture of other lifting and handling equipment and parts thereof
28170,manufacture of office machinery and equipment
28180,manufacture of power-driven hand tools
28191,"manufacture of refrigerating or freezing equipment f industrial use, including assemblies of major components"
28192,"manufacture of air-conditioning machines, including motor vehicles air-conditioners"
28193,"manufacture of fire extinguishers and other equipment for projecting, dispersing or spraying liquids or powders whether or not hand-operated, including sand blasting machines, stream cleaning machines etc."
28194,manufacture of weighing machinery (other than sensitive laboratory balances)
28195,manufacture of filtering and purifying machinery or apparatus for liquids and gases
28199,"manufacture of other general purpose machinery n.e.c. ( fans intended for industrial applications, exhaust hoods for commercial, laboratory or industrial use; calendering or other rolling machines other than for metals or glass; gaskets and similar joints made of a combination of materials or layers of the same material and other general purpose machinery including manufacture of parts and accessories for general purpose machinery and equipment.)"
28211,manufacture of tractors used in agriculture and forestry
28212,"manufacture of ploughs, manure spreaders, seeders, harrows and similar agricultural machinery for soil preparation, planting or fertilizing, harvesting or threshing machinery"
28213,manufacture of spraying machinery for agricultural use
28219,manufacture of other agricultural and forestry machinery n.e.c.
28221,"manufacture of machine tools for turning, drilling, milling, shaping, planning, boring, grinding etc."
28222,manufacture of electroplating machinery
28223,manufacture of parts and accessories for the machine tools listed above
28229,manufacture of metal-forming machinery and machine tools n.e.c
28230,manufacture of machinery for metallurgy
28241,manufacture of continuous-action elevators and conveyors for underground use
28242,"manufacture of boring, cutting, sinking and tunnelling machinery (whether or not for underground use)"
28243,"manufacture of earth-moving machinery (bulldozers, angle-dozers, graders, scrapers, levellers, mechanical shovels, shovel loaders, off-road dumping trucks etc.)"
28244,manufacture of tracklaying tractors and tractors used in construction or mining
28245,"manufacture of concrete and mortar mixers, piledrivers and pile-extractors, mortar spreaders, bitumen spreaders, concrete surfacing machine"
28246,manufacture of parts and accessories for machinery/equipment used by uction and mining industries
28249,"manufacture of other machinery for mining, quarrying and construction"
28251,manufacture of machinery for the dairy industry
28252,manufacture of machinery for the grain milling industry
28253,"manufacture of presses, crushers etc. used to make wine, cider, fruit juices"
28254,"manufacture of machinery for the bakery industry or for making macaroni, oodles, pasta etc."
28255,manufacture of machinery for the extraction or preparation of animal or vegetable fats or oils
28256,"manufacture of machinery for the preparation of tobacco and for the making of cigarettes or cigars, or for pipe or chewing tobacco or snuff"
28259,manufacture of other machinery for the industrial preparation or manufacture of food and drink
28261,"manufacture of machinery for preparation of textile fibers, spinning machines, machines for preparing textile yarns, weaving machines (looms), including hand looms, knitting machines"
28262,manufacture of textile printing machinery
28263,"manufacture of machinery for washing, bleaching, dyeing, dressing, finishing coating or impregnating textile fabrics, machines for reeling, unreeling, folding, cutting or pinking textile fabrics, and similar machinery for fabric processing"
28264,"manufacture of ironing machines, commercial washing and drying machines, dry-cleaning machines and other laundry machinery"
28265,"manufacture of sewing machines, sewing machine heads and sewing machine needles"
28266,"manufacture of machinery for preparing, tanning or working hides, skins or leather, machinery for making or repairing footwear or other articles of hides, skins, leather or fur skins"
28269,"manufacture of other machinery for textiles, apparel and leather production"
28291,"manufacture of machinery for making paper pulp, paper, paperboard and articles of paper board"
28292,manufacture of machinery for working soft rubber or plastics or for the manufacture of products of these materials
28293,manufacture of printing and bookbinding machines and machines for activities supporting printing on a variety of materials (other than textiles)
28299,manufacture of other special-purpose machinery n.e.c.
29101,manufacture of passenger cars
29102,"manufacture of commercial vehicles such as vans, lorries, over-the-road tractors for semi-trailers etc."
29103,manufacture of chassis fitted with engines for the motor vehicles
29104,manufacture of motor vehicle engines
29109,manufacture of motor vehicles n.e.c.
29201,"manufacture of bodies, including cabs for motor vehicles"
29202,manufacture of trailers and semi-trailers for transport of goods or passengers
29209,manufacture of other attachments to motor vehicles n.e.c.
29301,"manufacture of diverse parts and accessories for motor vehecles sucs as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc."
29302,"manufacture of parts and accessories of bodies for motor vehicles such as safety belts, airbags, doors, bumpers"
29303,manufacture of car seats
29304,"manufacture of motor vehicle electrical equipment, such as generators, alternators, spark plugs, ignition wiring harnesses, power window and door systems, assembly of purchased gauges into instrument panels, voltage regulators, etc."
30111,"building of commercial vessels: passenger vessels, ferry-boats, cargo ships, tankers, tugs, hovercraft (except recreation-type hovercraft) etc."
30112,building of warships and scientific investigation ships etc.
30113,building of fishing boats and fish-processing factory vessels
30114,construction of floating or submersible drilling platforms
30115,"construction of floating structures ( floating docks, pontoons, coffer-dams, ating landing stages, buoys, floating tanks, barges, lighters, floating cranes, non-recreational inflatable rafts etc.)"
30120,building of pleasure and sporting boats
30201,"manufacture of electric, diesel, steam and other rail locomotives"
30202,"manufacture of self-propelled railway or tramway coaches, vans and trucks, intenance or service vehicles"
30203,"manufacture of railway or tramway rolling stock, not self-propelled (passenger coaches, goods vans tank wagons, self-discharging vans and wagons, workshop vans, crane vans, tenders etc."
30204,"manufacture of specialized parts of railway or tramway locomotives or of rolling stock (bogies, axles and wheels, brakes and parts of brakes; hooks and coupling devices, buffers and buffer parts; shock absorbers; wagon and locomotive frames; bodies; corridor connections etc.)"
30205,"manufacture of mechanical and electro-mechanical signalling safety and traffic control equipment for railways, tramways, inland waterways, roads, parking facilities, airfields etc."
30206,manufacture of mining locomotives and mining rail cars
30301,manufacture of airplanes
30302,manufacture of helicopters
30303,"manufacture of gliders, hang-gliders, dirigibles and hot air balloons and other non-powered aircraft"
30304,"manufacture of spacecraft and launch vehicles, satellites, planetary probes, orbital stations, shuttles, intercontinental ballistic (icbm) and similar missiles"
30305,manufacture of parts and accessories of the aircraft and spacecraft of this
30400,manufacture of weapons and ammunition
30911,"manufacture of motorcycles, scooters, mopeds etc. and their engine"
30912,manufacture of three-wheelers and their engine
30913,manufacture of parts and accessories of three wheelers and motorcycles including side cars
30921,"manufacture of non-motorized bicycles and other cycles, including cycle-rickshaws, (delivery) tricycles, tandems, childrens bicycles and tricycles, baby carriages"
30922,manufacture of invalid carriages with or without motor
30923,"manufacture of parts and accessories for bicycles, cycle -rickshaws and invalid carriages"
30991,manufacture of vehicles drawn by animals
30999,"manufacture of other transport equipments n.e.c. such as pushcarts, handcarts"
31001,manufacture of furniture made of wood
31002,manufacture of furniture made of cane & reed
31003,manufacture of furniture primarily of metal
31004,manufacture of furniture primarily of plastic
31005,manufacture of mattresses and pillows
31009,manufacture of other furniture n.e.c.
32111,"manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals or precious or semi-precious stones, or of combinations of precious metal and precious or semi-precious stones or of other materials"
32112,working of diamonds and other precious and semi-precious stones including he working of industrial quality stones and synthetic or reconstructed precious or semi-precious stones
32113,production of worked pearls
32114,"manufacture of coins, including coins for use as legal tender, whether or not of precious metal"
32119,"manufacture of other articles of gold, silver and other precious and semi precious metal and stone"
32120,manufacture of imitation jewellery and related articles
32201,manufacture of stringed instruments (non-electronic)
32202,"manufacture of wind instruments, accordions, harmonium and similar instruments and mouth organs"
32203,manufacture of percussion musical instruments
32204,"manufacture of musical instruments, the sound of which is produced electronically"
32209,manufacture of other musical instruments n.e.c.
32300,manufacture of sports goods
32401,manufacture of dolls and toy animals
32402,"manufacture of wheeled toys designed to be ridden, including plastic bicycles and tricycles"
32403,"manufacture of pin-tables, coin-operated games, billiards, special tables for casino games, etc."
32404,manufacture of playing cards
32405,manufacture of electronic games
32409,manufacture of other games and toys n.e.c.
32501,"manufacture of dental fillings and cements (except denture adhesive or cement), dental wax and other dental plaster preparations; manufacture of dental laboratory furnaces, dental instruments, artificial teeth, bridges, etc., made in dental labs"
32502,"manufacture of laboratory apparatus (laboratory ultrasonic cleaning machinery, laboratory sterilizers, laboratory type distilling apparatus, laboratory centrifuges etc.)"
32503,"manufacture of medical, surgical, dental or veterinary furniture such as operating tables, examination tables, dentists chairs etc."
32504,"manufacture of bone plates and screws, syringes, needles, catheters, cannulae"
32505,manufacture of measuring instruments suc as thermometers etc.
32506,manufacture of orthopedic and prosthetic devices
32507,"manufacture of ophthalmic goods, eyeglasses, sunglasses, lenses ground to prescription, contact lenses, safety goggles etc."
32509,manufacture of other medical and dental instruments n.e.c.
32901,"manufacture of stationary articles such as pens and pencils of all kinds whether or not mechanical, pencil leads, date, sealing or numbering stamps, hand-operated devices for printing or embossing labels, hand printing sets, prepared typewriter ribbons and inked pads, globes etc."
32902,"manufacture of protective safety equipment (fire-resistant and protective safety clothing, linemens safety belts and other belts for occupational use, cork life preservers, plastics hard hats and other personal safety equipment of plastics, fire-fighting protection suits, metal safety headgear and other metal personal safety devices, gas masks etc.)"
32903,"manufacture of umbrellas, sun-umbrellas, walking sticks, seat-stick"
32904,"manufacture of articles of personal use such as cigarette lighters, smoking pipes, combs, hair slides, scent sprays, vacuum flasks and other vacuum vessels for personal or household use, wigs, false beards, eyebrows etc."
32909,manufacture of other articles n.e.c.
33111,repair and maintenance of structural products
33112,repair and maintenance of pipes and pipelines
33113,"repair and maintenance of metal tanks, reservoirs, containers, steel shipping drums"
33114,"repair and maintenance of steam or other vapour generators and auxiliary plant for use with steam generators such as condensers, economizers, superheaters, steam collectors and accumulators"
33119,repair and maintenance of other fabricated metal products
33121,"repair and maintenance of engines and turbines excluding aircraft, vehicle and cycle engines"
33122,"repair and maintenance of pumps and related equipment, fluid power equipment, valves"
33123,"repair and maintenance of metal cutting and metal forming machine tools and accessories, power-driven hand-tools and other machine tools"
33124,repair and maintenance of agricultural machinery and forestry and logging machinery including agricultural tractors
33125,"repair and maintenance of mining, construction, and oil and gas field machinery; metallurgy machinery"
33126,"repair and maintenance of food, beverage, and tobacco processing machinery"
33127,"repair and maintenance of textile apparel, leather production machinery and papermaking machinery"
33129,"repair and maintenance of other special purpose machinery of division 28 (weighing equipment, vending machines, cash registers, photocopy machines, calculators, typewriters etc.)"
33131,"repair and maintenance of measuring, testing, navigating and control equipment of group 265"
33132,"repair and maintenance of irradiation, electromedical and electro theraputic equipmemts of class 2660"
33133,repair and maintenance of optical instruments and equipment of class 2670
33140,repair of electrical equipment
33150,"repair of transport equipment, except motor vehicles"
33190,repair of other equipment
33200,installation of industrial machinery and equipment
35101,electric power generation by hydroelectric power plants
35102,electric power generation by coal based thermal power plants
35103,"electric power generation by non-coal based thermal (e.g. diesel, gas )"
35104,electric power generation and transmission by nuclear power plants
35105,electric power generation using solar energy
35106,electric power generation using other non conventional sources
35107,transmission of electric energy
35109,"collection and distribution of electric energy to households, industrial, commercial and other users n.e.c."
35201,manufacture of gas
35202,disrtibution and sale of gaseous fuels through mains
35301,"production, collection and distribution of steam and hot water for heating, power and other purposes"
35302,production and distribution of cooled air and chilled water for cooling purposes
35303,"production of ice, including ice for food and non-food (e.g. cooling) purposes"
36000,"water collection, treatment and supply"
37001,the operation and maintenance of sewer systems
37002,"collecting and transporting of human or industrial waste water or rain water by means of sewerage networks, collectors, tanks and other means of transport (sewage vehicles etc.)"
37003,"treatment of waste water or sewer by means of physical, chemical or biological processes"
38110,collection of non-hazardous waste
38120,collection of hazardous waste
38210,treatment and disposal of non-hazardous waste
38221,"treatment and disposal of toxic live or dead animals and other, contaminated waste, disposal of used goods; incineration of hazardous waste"
38222,"treatment, disposal and storage of radioactive nuclear waste"
38300,materials recovery
39000,remediation activities and other waste management services
41001,construction of buildings carried out on own-account basis or on a fee or contract basis
41002,"activities relating to alteration, addition, repair, maintenance carried out on own-account basis or on a fee or contract basis"
41003,assembly and erection of prefabricated constructions on the site
42101,"construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges, tunnels and subways"
42102,construction and maintenance of railways and rail-bridges
42103,construction and maintenance of airfield runways
42201,construction and maintenance of power plants
42202,"construction/erection and maintenance of power, telecommunication and transmission lines"
42203,construction of long distance pipelines or urban pipelines
42204,"construction and maintenance of water main and line connection, water reservoirs including irrigation system (canal)"
42205,construction and repair of sewer systems including sewage disposal plants and pumping stations
42206,water well drilling
42209,construction of utility projects n.e.c.
42901,construction and maintenance of industrial facilities such as refineries chemical plants
42902,"construction of waterways, harbours and river works, dredging of waterways"
42903,construction of dams etc.
42904,construction of outdoor sports facilities
42909,other civil engineering projects n.e.c.
43110,demolition
43121,site preparation for mining including overburden removal and other development and preparation of mineral properties and sites except oil and gas sites
43122,"site preparation including drilling, boring and core sampling for construction, geophysical, geological or similar purposes"
43123,"clearing of building sites, earth moving: excavation, landfill, levelling and grading of construction sites, trench digging, rock removal, blasting etc."
43129,other site preparation activities n.e.c.
43211,installation of electrical wiring and fittings
43212,"installation of telecommunications wiring, computer network and cable television wiring, including fibre optic, satellite dishes"
43213,installation of street lighting and electrical signals
43214,installation of fire alarm system and burgler alarm system
43219,other electrical electrical installation n.e.c.
43221,"installation of plumbing for water, gas and sanitation equipments"
43222,"installation of heating systems (electric, gas and oil), furnaces, cooling towers, non-electric solar energy collectors etc."
43229,"other plumbing, heat and air conditioning activities n.e.c."
43291,"installation of elevators, escalators"
43292,"installation of thermal, sound or vibration insulation system in buildings"
43299,other construction projects n.e.c.
43301,"installation of doors, windows, door and window frames, fitted kitchens, of wood or other materials"
43302,"interior completion such as ceilings, wooden wall coverings, movable partitions etc. ; laying of parquet and other wood floor coverings, carpets and linoleum, wallpaper; tiling with ceramic, concrete or cut stone ceramic"
43303,"interior and exterior painting, glazing, plastering and decorating of buildings or civil engineering structures"
43309,other building completion and finishing
43900,other specialized construction activities
45101,"wholesale and retail sale of new vehicles (passenger motor vehicles, ambulances, minibuses, jeeps, trucks, trailers and semi-trailers)"
45102,wholesale and retail sale of used motor vehicles
45200,maintenance and repair of motor vehicles
45300,sale of motor vehicle parts and accessories
45401,"wholesale or retail sale of new motorcycles, mopeds, scooters and three wheelers"
45402,"wholesale or retail sale of parts and accessories of motorcycles, mopeds, scooters and three wheelers"
45403,"maintenance and repair of motor cycles, mopeds, scooters and three wheelers"
46101,"activities of commission agents, brokers dealing in wholesale trade of agricultural raw material, live animals, food, beverages, intoxicants and textiles"
46102,"activities of commission agents dealing in wholesale trade inwood, paper, skin, leather and fur, fuel, petroleum products, chemicals, perfumery and cosmetics, glass, minerals, ores and metals"
46103,"activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
46109,activities of other commission agents n.e.c. (including commission agents working in emerging areas for wholesale trade)
46201,wholesale of cereals & pulses
46202,"wholesale of un-manufactured tobacco, paan (betel leaf), opium, ganja, cinchona etc"
46203,wholesale of live animals and poultry
46204,"wholesale of straw, fodder & other animal/poultry feed"
46205,wholesale of flowers and plants
46206,"wholesale of hides, skins and leather"
46207,wholesale of oilseed oleaginous fruits
46208,wholesale of sugarcane
46209,whole sale of other agriculture raw materials n.e.c.
46301,wholesale of fruits & vegetables
46302,wholesale of raw milk & dairy products
46303,"wholesale of meat, fish & eggs"
46304,"wholesale of confectionery, bakery products and beverages other than intoxicants"
46305,"wholesale of edible oils, fats, sugar and processed/manufactured spices"
46306,"wholesale of tea, coffee & cocoa"
46307,wholesale of manufactured tobacco & tobacco products
46308,wholesale of intoxicants like wines and liquors
46309,wholesale of other basic/manufactured food stuffs n.e.c.
46411,"wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
46412,wholesale of umbrella and clothing accessories
46413,wholesale of footwear
46419,wholesale of other clothing items n.e.c.
46491,"wholesale of toiletry, perfumery and cosmetics"
46492,"wholesale of metal, porcelain and glass utensils; crockery and chinaware"
46493,wholesale of furniture and fixtures
46494,"wholesale of watches, clocks and optical goods"
46495,"wholesale of recorded audio or video tapes, cds and dvds"
46496,"wholesale of paper and other stationery items; books, magazines and newspapers"
46497,wholesale of pharmaceutical and medical goods
46498,wholesale of precious metals and jewellery
46499,"wholesale of other households goods, n.e.c. [includes wholesale of household equipment and appliances, n.e.c; photographic equipment, games, toys and sports goods (also includes bicycles, cycle rickshaw, tonga & other non-mechanised vehicles); leather goods and travel accessories; cleaning materials etc.]"
46511,wholesale of computers and computer peripheral equipment
46512,wholesale of software
46521,"wholesale of electronic valves and tubes, semiconductor devices, microchips, integrated circuits and printed circuits"
46522,"wholesale of radio, television and other consumer electronics including cd/dvd players and recorders"
46523,"wholesale of blank audio and video tapes and diskettes, magnetic and optical disks (cds, dvds) and parts"
46524,"wholesale of telephone, mobile phone and communications equipment and parts"
46529,wholesale of other electronic equipments and parts thereof
46531,wholesale of tractors used in agriculture and forestry
46532,"wholesale of ploughs, manure spreaders, seeders, harvesters, threshers"
46533,"wholesale of milking machines, poultry-keeping machines, bee-keeping machines"
46539,wholesale of other agriculture machinery n.e.c.
46591,"wholesale of office machinery and equipment, except computers and computer peripheral equipment"
46592,"wholesale of transport equipment except motor vehicles, motorcycles and bicycles"
46593,"wholesale of electrical machinery, equipment and supplies, n.e.c."
46594,wholesale of construction and civil engineering machinery and equipment
46595,"wholesale of machinery and equipment for the textile, wood and metal industries"
46596,"wholesale of scientific, medical and surgical machinery and equipment"
46599,"wholesale of other machinery, equipment and supplies n.e.c. including computer-controlled machine tools and computer-controlled sewing and knitting machines"
46610,"wholesale of solid, liquid and gaseous fuels and related products"
46620,wholesale of metals and metal ores
46631,wholesale of wood in the rough and products of primary processing of wood
46632,"wholesale of construction materials (sand, gravel etc.)"
46633,"wholesale of hardware and sanitary fittings and fixtures and flat glass including tools such as hammers, saws, screwdrivers and other hand tools"
46634,"wholesale of paints, varnishes, and lacquers"
46639,wholesale of other construction equipment n.e.c.
46691,"wholesale of industrial chemicals,"
46692,wholesale of fertilizers and agrochemical products
46693,wholesale of plastic materials in primary forms
46694,wholesale of rubber
46695,wholesale of textile fibres etc.
46696,wholesale of paper in bulk
46697,wholesale of precious stones
46699,wholesale of metal and non-metal waste and scrap n.e.c.
46901,wholesale trade via e-commerce excluding activities of commission agents
46909,other non-specialised wholesale trade n.e.c.
47110,"retail sale in non-specialized stores with food, beverages or tobacco predominating"
47190,other retail sale in non-specialized stores
47211,"retail sale of cereals and pulses, tea, coffee, spices and flour"
47212,retail sale of fresh or preserved fruit and vegetables
47213,"retail sale of meat, meat products, poultry products, fish, other seafood and products thereof"
47214,"retail sale of bakery products, dairy products and eggs"
47215,retail sale of sugar confectionery and sweetmeat
47219,retail sale of other food products n.e.c.
47221,retail sale of alcoholic beverages not consumed on the spot
47222,retail sale of non-alcoholic beverages including icecream not for consumption on the premises
47230,retail sale of tobacco products in specialized stores
47300,retail sale of automotive fuel in specialized stores [includes the activity of petrol filling stations
47411,retail sale of computers and computer peripherals
47412,retail sale of video games
47413,retail sale of non-customized software
47414,retail sale of telecommunication equipment
47420,retail sale of audio and video equipment in specialized stores
47510,retail sale of textiles in specialized stores
47521,"retail sale of building material such as bricks, wood, sanitary equipment"
47522,"retail sale of hardware including paints, varnishes and lacquers and do-it-yourself materials and equipments"
47523,retail sale of glass
47531,"retail sale of carpets, rugs, curtains and net curtains"
47532,retail sale of wallpaper and floor coverings
47591,retail sale of household furniture
47592,"retail sale of household utensils and cutlery, crockery, glassware, china and pottery"
47593,"retail sale of gas stoves, cooking/kitchen appliances"
47594,"retail sale of refrigerators, washing machines and other electrical/electronic household goods"
47595,retail sale of musical instruments
47599,"retail sale of other household appliances n.e.c. ( security systems, such as locking devices, safes, and vaults, without installation or maintenance services etc. , wooden, cork and wickerwork goods, sewing and knitting machine and other household utensils and durables n.e.c.)"
47611,retail sale of books of all kinds
47612,retail sale of newspapers and magazines
47613,"retail sale of stationery office supplies such as pens, pencils, paper etc."
47620,retail sale of music and video recordings in specialized stores
47630,retail sale of sporting equipment in specialized stores
47640,retail sale of games and toys in specialized stores
47711,"retail sale of readymade garments, hosiery goods, other articles of clothing and clothing accessories such as gloves, ties, braces etc."
47712,retail sale of articles of fur and artificial fur
47713,retail sale of footwear
47714,retail sale of leather goods and travel accessories of leather and leather substitutes
47721,"retail sale of pharmaceuticals, medical and orthopaedic goods and toilet articles"
47722,retail sale of perfumery and cosmetic articles
47731,"retail sale of photographic, optical and precision equipment"
47732,retail sale of watches and clocks
47733,retail sale of jewellery and immitation jewellery
47734,"retail sale of flowers, plants, pet animals and pet food"
47735,"retail sale of souvenirs, craftwork and religious articles, stamps and coins"
